sentence,label,class
"   therafter, intravenous ganciclovir achieved rapid improvement of diarrhea and liver function ..    diarrhea resolved four days after initiating ganciclovir .",1,Positive
"   61 the efficacy of ribavirin for the treatment of rsv cap in infants is debatable, as certain in vitro studies have shown activity of ribavirin against rsv, but its usage for rsv infection is not routinely recommended in the management of lower respiratory tract disease because of the high cost, aerosol administration, and possible toxic effects among healthcare providers ..    several randomized placebo-controlled trials of ribavirin small particle aerosol in naturally occurring rs virus lower respiratory tract disease of normal infants [33] [34] [35] [36] [37] , or infants with high-risk underlying disease [38] have been conducted .",1,Positive
â€¢ treatment of septic arthritis is with systemic antimicrobial therapy and joint lavage using balanced electrolyte solutions with 10 g dmso added per 1 l .,1,Positive
zidovudine was originally developed in 1964 as a cancer drug .,1,Positive
"   the mint trial [69] provides evidence that a more liberal transfusion practice to maintain hemoglobin thresholds above 10 g/dl represents prudent management of high risk patients with symptomatic coronary artery disease ..    why is this is no longer an accepted practice? in patients with coronary artery disease having signs of myocardial ischemia, this level of hemoglobin might be appropriate .",1,Positive
"   the primary agent for antibacterial therapy of plague has long been considered streptomycin but, based on its limited availability, gentamicin or doxycycline is preferred 33, 34 (see table 40 -7) ..    because of its ready availability and ease of administration, gentamicin is replacing streptomycin as treatment for plague patients in the united states .",1,Positive
"   4 28 in addition, a case report showed that remdesivir, an adenosine analogue, has shown survival benefits in one severe covid-19 pneumonia patient 29  .",1,Positive
vitamin c supplementation has some role in prevention of pneumonia and its effect on covid-19 needs evaluation [16]  .,1,Positive
"   for example, it has been reported that selenomethionine (48) , having a v-shape geometry at the selenium atom (figure 14) , may protect against cancer by activating the tumor suppressor protein p53 in human lung cancer cells by transformation of p53 from the oxidized to the reduced form .",1,Positive
"   mandatory care in most states now includes vitamin k along with antibiotic eye care and heel blood for newborn screening for phenylketonuria (pku), congenital hypothyroidism, sickle-cell anemia, and many other inborn errors of metabolism to prevent vitamin k deficiency bleeding (vkdb) (see chapter 6 and box 3 .",1,Positive
pepducins based on the cleaved portion of the thrombin receptor par1 can act as antagonists and may have potential as chemotherapeutic agents in invasive breast carcinoma in which par1 is upregulated .,1,Positive
"   curcumin down-regulate presenilin protein by activating its proteasome-mediated degradation, hence, might play a significant role in curing this neurodegenerative disease (yoshida et al .",1,Positive
there are reports indicating significant effect of oral zinc supplementation on morbidity in acute diarrhea in children (sazawal et al ..    oral zinc supplements (10-20 mg elemental zinc/day for 10-14 days) should be given to children with acute diarrhea .,1,Positive
"   because trimethoprim-sulfamethoxazole and chloramphenicol are more likely to be associated with adverse effects when administered for prolonged periods, a fluoroquinolone such as enrofloxacin is the drug of choice for initial treatment of gram-negative bacterial prostatitis .",1,Positive
a recent study reported that klebsiella pneumonia ndm-1 positive strain or escherichia coli ndm-1 positive strain was highly resistant to all antibiotics tested except tigecycline and colistin [2]  .,1,Positive
our previous publication [17] have successfully established the anticancer efficacy of copper complex of fluorenone based ligand; which exhibited better anticancer activity against human breast carcinoma (mcf-7) cell line when compared to that of standard drug paclitaxel .,1,Positive
"   rifampicin occupies a pivotal place in the world health organization's multidrug resistance program for tuberculosis (tb) and leprosy ..    the number fourteen drug, clofazimine, is used together with rifampicin and dapsone to treat leprosy .",1,Positive
anti-androgen nilutamide and ferrocenyl analogs of commercial anti-estrogen tamoxifen displayed higher cytotoxicity against breast and prostate cancer cells respectively in comparison to the reference drugs [23]  .,1,Positive
"   in 2011, cochrane published a meta-analysis of combined fluticasone and salmeterol versus fixed dose combination of budesonide and formoterol for treatment of chronic asthma in adults and children ..    â€¢ currently on stable dose of daily inhaled corticosteroid medication for asthma control equivalent to 88 Î¼g of fluticasone or greater for at least 6 weeks from the time of enrollment .",1,Positive
"   26 parasite eggs are ingested by a land snail (subulina octona or eulota [bradybaena] similaris), develop into cercariae and enter a second referred to as lymphocytic portal hepatitis .",1,Positive
"   toremifene and raloxifene are equally effective but safer alternatives of tamoxifen that are used in only post-menopausal women with advanced breast cancer [116, 117]  ..    for example, tamoxifen and raloxifene (both oestrogen receptor modulators) reduce the risk of developing breast cancer in women at increased risk (fisher et al .",1,Positive
"   meanwhile, an il-6 receptor antibody, tocilizumab has been shown to be beneficial for cachexia in cancer patients (ando et al .",1,Positive
"   the primary treatment for acute cytomegalovirus pneumonia is ganciclovir (5 mg/kg intravenously every 12 hours for 14 to 21 days) followed by valganciclovir, 900 mg, orally daily for suppression ..    similarly, acyclovir and ganciclovir are active against varicella-zoster virus (vzv), which has been reported as a rare cause of pneumonia in sot or hsct recipients [56, 59, 61]  .",1,Positive
"   using de novo design strategies, researchers at the university of chicago have identified adefovir dipivoxil (5, hepseraw), a hepatitis b antiviral, as an in vitro inhibitor of ef [46]  ..    formally approved for the treatment of chronic hepatitis b are lamivudine (28) , adefovir dipivoxil (29), (pegylated) interferon-a2, and entecavir (30)  .",1,Positive
"   in brief, gold particles are first coated with a layer of one raman reporter then encapsulated in a silica shell spiked with antibodies either for ebola, lassa or malaria .",1,Positive
"   fc-receptors have been the target of multiple therapeutic approaches for cancer and inflammatory states 35 , including fcgr3a 36 (genotype association to rituximab response) ..    the first mab approved for cancer therapy was rituximab (rituxan tm ), a chimeric antibody directed against cd20, for non-hodgkin's lymphomas .",1,Positive
"   because of the potentially severe disease which may occur in immunosuppressed children who are exposed to herpes varicella-zoster infections, these individuals should be given varicella-zoster immune globulin (vzig) after exposure to either chickenpox or herpes zoster .",1,Positive
"   in addition, chloroquine was also shown to mitigate denv-related symptoms in patients [509] [510] [511] and inhibit the maternal-fetal transmission of zikv and protect fetal mice from microcephaly caused by zikv infection [497, 507, 508]  .",1,Positive
"regardless, many clinicians choose to treat horses with acute diarrhea with broadspec trum antibiotics such as the combination of potassium penicillin (20,000 iu/kg, intrave nously every 6 hours) and gentamicin (7 mg/ kg intravenously or intramuscularly every 24 hours) or trimethoprim and sulfadiazine (30 mg/kg intravenously or orally every 12 hours) ..    solutions containing potassium have been recommended for the treatment of the potassium depletion that occurs in calves with acute diarrhea and in inappetent ruminants and horses .",1,Positive
a recent multicenter trial enrolling children less than 11 years of age with acute sinusitis had 3 treatment groups (bromelain vs bromelain 1 standard therapy vs standard therapy) and showed a statistically significant recovery time with bromelain monotherapy compared with other treatment groups ..    40 this confirmed findings from an earlier double-blind study in which 85% of patients with acute and chronic sinusitis receiving bromelain had complete resolution of inflammation of the nasal mucosa (p< .,1,Positive
"in this study, we describe the effects of verapamil and clonidine on electrolyte transport in the small intestine of normal piglets, and of piglets with severe villus atrophy from transmissible gastroenteritis (tge) caused by a coronavirus infection ",1,Positive
"in this study, we describe the effects of verapamil and clonidine on electrolyte transport in the small intestine of normal piglets, and of piglets with severe villus atrophy from transmissible gastroenteritis (tge) caused by a coronavirus infection ",1,Positive
"moreover, being inspired by the discovery of anti-influenza properties of brinzolamide 31 and activity of toremifene against middle east respiratory syndrome coronavirus infection 32 , and ebov 33 we also recommend to test, in addition to antiviral compounds, all other marketed drugs ",1,Positive
"moreover, being inspired by the discovery of anti-influenza properties of brinzolamide 31 and activity of toremifene against middle east respiratory syndrome coronavirus infection 32 , and ebov 33 we also recommend to test, in addition to antiviral compounds, all other marketed drugs ",1,Positive
" at least 16 different trials for sars-cov-2 already registered in the chinese clinical trial registry (chictr2000029939, chictr2000029935, chictr2000029899, chictr2000029898, chictr2000029868, chictr2000029837, chictr2000029826, chictr2000029803, chictr2000029762, chictr2000029761, chictr2000029760, chictr2000029741, chictr2000029740, chictr2000029609, chictr2000029559, chictr2000029542) propose to use chloroquine or hydroxychloroquine in the treatment of covid-19 (""chinese clinical trial register"" (chictr)) ",1,Positive
"treatment with lopinavir and ritonavir were reported to have the potential to treat sars infections, 16 and we suppose this treatment might be a beneficial part of the treatment for covid-19 .   in conclusion, the therapeutic effect of ritonavir and lopinavir on covid-19 and other coronavirus disease may be mainly due to their inhibitory effect on cep_c30, while ritonavir may have stronger efficacy; the inhibitory effect of darunavir on sars-cov-2 and its potential therapeutic effect may be mainly due to its inhibitory effect on plvp ",1,Positive
"mechanism of inducing autophagy (activation/inhibition) spermine increase atg5 expression (autophagy activation) liver inflammation [68] spermidine unknown (autophagy activation) cd8(+) t cell response [72] resveratrol increase sirt3 expression & phosphorylation of ampk (autophagy activation) macrophage reactive oxygen species [87] increase sirt3 expression & increase beclin-1 expression (autophagy activation) splenocyte viability [88] increase ampk phosphorylation (autophagy activation) peritoneal inflammatory injury [89] activation of camp-prka-ampk-sirt1 pathway (autophagy activation) atherosclerosis [90] artesunate inhibit traf6-beclin 1-pi3kc3 (autophagy inhibition) inflammation in peritoneal macrophages [103] trehalose increase atg5 expression (autophagy activation) human rhinovirus infection (increase) [114] unknown (autophagy activation) human cytomegalovirus infection (decrease) [113] unknown (autophagy activation) colitis [122] vitamin d3 (1a,25-dihydroxyvitamin d3) mycobacterium tuberculosis infection [129] baicalin suppress pi3k-akt-mtor pathway (autophagy activation) mycobacterium tuberculosis infection [137] ginsenosides rb1 increase beclin 1 expression (autophagy activation) atherosclerosis [147] protopanaxadiol unknown (autophagy activation) nk cell cytotoxicity in eescs [149] epigallocatechin-3-gallate (egcg) increase phosphorylation of ampk (autophagy activation) hepatosteastosis [159] increase beclin 1 (autophagy activation) protection against human herpesvirus 8 [160] inhibit il-6/jaks/stat3/bnip3 pathway (autophagy inhibition) liver injury [161] rapamycin inhibit mtorc1 (autophagy activation) coronavirus infection (decrease) [163, 164] inhibit mtorc1 (autophagy activation) respiratory syncytial virus & duck enteritis virus infection (increase) [149, 166] inhibit mtorc1 (autophagy activation) lupus nephritis [167, 169] inhibit mtorc1 (autophagy activation) acute lung injury [170] funding  the authors declare no conflict of interest .   36 our own investigations have demonstrated that pharmacologic inhibition of the pi3k/akt/mtor signaling pathway resulted in increased survival in a lethal model of ebola virus infection in mice 25 and that inhibition of mtor by rapamycin or everolimus inhibited middle east respiratory syndrome coronavirus infection in vitro ",1,Positive
"clinical trials on promising regimens for covid-19, such as remdesivir, lopinavir, and chloroquine phosphate are ongoing, which shed light on conquering the covid-19 epidemic 12  .   at the time of preparation of this manuscript, the chinese academy of medical sciences and the china-japan friendship hospital had launched a multi-center, randomized, double-blind, placebocontrolled clinical trial in wuhan to test the effectiveness of remdesivir as an antiviral drug against 2019-ncov, [12, 13] and studies have already shown that chloroquine phosphate is an effective treatment for covid-19 .   besides, chloroquine phosphate was reported to have apparent efficacy and acceptable safety against covid-19 in a multicenter clinical trials 21 and had just been included in the latest edition of the guidelines for china ",1,Positive
 36 our own investigations have demonstrated that pharmacologic inhibition of the pi3k/akt/mtor signaling pathway resulted in increased survival in a lethal model of ebola virus infection in mice 25 and that inhibition of mtor by rapamycin or everolimus inhibited middle east respiratory syndrome coronavirus infection in vitro,1,Positive
" 1, 15 routine laboratory data in the early stage of covid-19 epidemic are similar to common viral infection: lymphopenia, prolonged prothrombin time, elevated d-dimer, liver enzymes (alanine aminotransferase), total bilirubin, and lactate dehydrogenase, with worsening data in icu cases .   lymphopenia, prolonged prothrombin time, and elevated lactate dehydrogenase levels have also been observed in the patients with covid-19 (6)  .   cao and colleagues reported that the most common laboratory abnormalities were depressed total lymphocytes, prolonged prothrombin time, and elevated lactate dehydrogenase in covid-19 pneumonia [10]  ",1,Positive
"in the counts of lymphocyte cells, especially cd8 + t cells, as well as increases in il-6, il-10, il-2 and ifn-ÃŽÂ³ levels in the peripheral blood of patients with covid-19 24  .   the higher il-2 level in covid-19 patients likely reflects t cell activation .   il-10 acts as an anti-inflammatory cytokine deriving from alternatively activated macrophages, th2 cells, tregs, etc 16 in conclusion, our study shows that the comprehensive decrease of lymphocytes, and the elevation of il-2 and il-6 are reliable indicators of severe covid-19 ",1,Positive
" in patients with covid-19 infection diagnosed in the main epidemic area, the laboratory examination results at the early stage of the disease showed that the total number of white blood cells decreased or remained normal; the lymphocyte count decreased; the monocyte count increased or remained normal; the liver enzyme, muscle enzyme and myoglobin levels increased in some patients; the c-reactive protein and esr increased in most patients; procalcitonin remained normal; d-dimer increased in severe patients; lymphocytes progressively decreased; and coagulation function decreased .   additional studies are compellingly needed to verify the putative bacterial origin of procalcitonin increase in patients with severe covid-19 .   [3] a previous study found that highest temperature, dyspnea, respiratory rate, white blood cell count, neutrophil count, lymphocyte count, d-dimer, albumin, procalcitonin were risk factors for icu care in patients with covid-19 .   in a meta-analysis of early covid-19 studies, procalcitonin was found to proffer a nearly 5-fold higher risk of severe infection (or, 4 .   2) the routine blood test, procalcitonin (pct), c-reactive protein (crp) and serum amyloid a (saa) were used to reflect changes of inflammatory response in covid-19 .   although the overall number of covid-19 patients with increased procalcitonin values seems limited, as highlighted in a recent article [10] , the results of this concise meta-analysis of the literature would suggest that serial procalcitonin measurement may play a role for predicting evolution towards a more severe form of disease .   overall, 27 articles could be originally identified using our search criteria, 24 of which were excluded after title, abstract or full text reading, because they did not report procalcitonin values in patients with or without severe covid-19 ",1,Positive
"furthermore, there is the potential for combining baricitinib with the directacting antivirals (lopinavir or ritonavir and remdesivir) currently being used in the covid-19 outbreak, since it has a minimal interaction with the relevant cyp drugmetabolising enzymes ",1,Positive
"the subfractionation of existing heparin preparations against anticoagulant activities (with proven low-toxicity profiles, good bioavailability and industrial-scale manufacturing) for off-label pathologies, provides an attractive strategy for quickly and effectively responding to covid-19 and for the development of next generation heparin-based therapeutics ",1,Positive
"the 1 3 9 results of our study suggested a crucial role of ip-10 in the pathogenesis of 1 4 0 sars-cov-2, which has also been shown to be associated with disease severity of in summary, we compared the differences of cytokines profiles between severe and 1 4 7 moderate covid-19 cases, and found that ip-10, mcp-3 and il-1ra were antibodies against theses cytokines, especially ip-10 ",1,Positive
"4 28 in addition, a case report showed that remdesivir, an adenosine analogue, has shown survival benefits in one severe covid-19 pneumonia patient 29  ",1,Positive
" this has led in china to include chloroquine in the recommendations regarding the prevention and treatment of covid-19 pneumonia [4, 6]  .   the results of these trials will be the first available on humans, since studies published to date on the characteristics and management of patients with covid-19 did not report data about chloroquine use [1, [12] [13] [14] [15]  .   they showed that chloroquine could reduce the length of hospital stay and improve the evolution of covid-19 pneumonia [4, 6] , leading to recommend the administration of 500 mg of chloroquine twice a day in patients with mild, moderate and severe forms of covid-19 pneumonia .   the vital ethical issue is whether administration of chloroquine in the setting of covid-19 is experimental, and therefore requires ethical trial approval, or off-label (i .   the worldwide ongoing trials, including those involving the care of patients in our institute [90] , will verify whether the hopes raised by chloroquine in the treatment of covid-19 can be confirmed .   at the time of preparation of this manuscript, the chinese academy of medical sciences and the china-japan friendship hospital had launched a multi-center, randomized, double-blind, placebocontrolled clinical trial in wuhan to test the effectiveness of remdesivir as an antiviral drug against 2019-ncov, [12, 13] and studies have already shown that chloroquine phosphate is an effective treatment for covid-19 .   timely adjustment management and treatment strategy prior to guideline update: the first evidence of digestive tract involvement in covid-19 has been found, and the earliest clinical trial of chloroquine in the treatment of covid-19 has been carried out in our hospital .   although the use of chloroquine may be supported by expert opinion, clinical use of this drug in patients with covid-19 should adhere to the meuri framework or after ethical approval as a trial as stated by the who .   and the earliest clinical trial of chloroquine in the treatment of covid-19 had been carried out in our hospital, which was helpful for including of chloroquine in updated guideline .   clinical trials on promising regimens for covid-19, such as remdesivir, lopinavir, and chloroquine phosphate are ongoing, which shed light on conquering the covid-19 epidemic 12  .   a recent paper reported that both chloroquine and the antiviral drug remdesivir inhibited sars-cov-2 in vitro and suggested these drugs be assessed in human patients suffering from covid-19 [49]  .   at least 16 different trials for sars-cov-2 already registered in the chinese clinical trial registry (chictr2000029939, chictr2000029935, chictr2000029899, chictr2000029898, chictr2000029868, chictr2000029837, chictr2000029826, chictr2000029803, chictr2000029762, chictr2000029761, chictr2000029760, chictr2000029741, chictr2000029740, chictr2000029609, chictr2000029559, chictr2000029542) propose to use chloroquine or hydroxychloroquine in the treatment of covid-19 (""chinese clinical trial register"" (chictr)) .   there is sufficient pre-clinical rationale and evidence regarding the effectiveness of chloroquine for treatment of covid-19 as well as evidence of safety from long-time use in clinical practice for other indications [3] to justify clinical research on the topic .   besides, chloroquine phosphate was reported to have apparent efficacy and acceptable safety against covid-19 in a multicenter clinical trials 21 and had just been included in the latest edition of the guidelines for china ",1,Positive
" in summary, jak2 inhibitor fedratinib can suppress the production of several th17 signature cytokines, therefore promising to prevent the deteriorating outcomes of th17 associated cytokine storm in covid-19 and other severe viral infections ",1,Positive
"effector cd8 + t cells can produce il-10 during the acute phase of influenza virus [67, 68] , respiratory syncytial virus [70] , coronavirus infection [69] , paramyxovirus simian virus 5 [71] , or vaccinia [66] infections .  , 2014) and il-10 derived from cd8 + t cells protect from pathology during coronavirus infection (trandem et al .   first, it was shown that a fraction of cd8 + effectors expresses il-10 at the peak of coronavirus infection and the il-10 + cd8 + t cells show superior ctl activity and in vivo protection against chronic infection (47)  .   remarkably, il-10 + cd8 + t cells responding to iav, rsv, or coronavirus infection co-produce a number of pro-inflammatory effector cytokines [12, 21]  .   in mice, regulatory t cells (tregs) producing il-10 provide protection from lethal coronavirus infection of the cns (trandem et al ",1,Positive
" in this condition, the ec50 of teriflunomide could reach 6ÃŽÂ¼m with si>33, indicating that teriflunomide with effective ec50 and si values have all the potentials to treat sars-cov-2-induced covid-19 disease as an 'old drug in new use' option ",1,Positive
"curcumin has been used in the treatment of several diseases including multiple myeloma, alzheimer's, psoriasis [18] , and anti-human immunodeficiency virus (anti-hiv) cycle replication [19, 20]  ..     curcumin has been used in the treatment of several diseases including multiple myeloma, alzheimer's, psoriasis [18] , and anti-human immunodeficiency virus (anti-hiv) cycle replication [19, 20]  .",1,Positive
 cytotoxic and anti-proliferative effects of the antibiotic in rhubarb were determined using the human breast cancer cell line mcf-7 [12]  .,1,Positive
" in chronic active hepatitis b or c virus infection, contraindication to cisplatin administration is absolute in patients who are not receiving antiviral treatment (table 2)  ..     in chronic active hepatitis b or c virus infection, contraindication to cisplatin administration is absolute in patients who are not receiving antiviral treatment (table 2)  .",1,Positive
"resveratrol 50 Å’Âºm mir-15a 87 ht-3o sulfate (ht-3os), the major plasma metabolite of hydroxytyrosol (ht) 10 Å’Âºm let-7 88 10 -50 Å’Âºm mir- 126 89 aging and disease â€šÃ„Â¢ volume 12, number 5, august 2021 polyphenols exert beneficial effects on lung health, which has been demonstrated in several animal models ..    many health benefits, including prevention of cardiovascular disease and treatment of diabetes, have been attributed to resveratrol and validated clinically, but its low concentration in native plants poses a challenge to extraction for medicinal use (pannu and bhatnagar, 2019)  .",1,Positive
" vitamin d status has an impact on the pathogenesis of ibd, colorectal cancer [5] [6] [7] , and acute enteric infections such as that produced by escherichia coli [8, 21, 22]  ..     vitamin d status has an impact on the pathogenesis of ibd, colorectal cancer [5] [6] [7] , and acute enteric infections such as that produced by escherichia coli [8, 21, 22]  .",1,Positive
" vitamin d status has an impact on the pathogenesis of ibd, colorectal cancer [5] [6] [7] , and acute enteric infections such as that produced by escherichia coli [8, 21, 22]  ..    217 however, since lower circulating levels of 25(oh)d can be attributed to increased storage in adipose tissue, it may be that the apparent reduction in plasma vitamin d levels is associated with increases in body mass index, which often occur in early-stage breast cancer patients receiving adjuvant chemotherapy .",1,Positive
"precursor of arginine [136] counteracts arginine deficiency such as during conditions of increased arginase activity (hemolysis, liver damage) [137] protects against cerebral malaria [138] â€šÃ„Â¢ precursor of nitric oxide (no) [139] reduces blood pressures in hypertension [133] vasodilator for pulmonary hypertension [140, 141] improvement of erectile dysfunction [142] â€šÃ„Â¢ improvement of arginine recycling [134] improved t cell function [135] â€šÃ„Â¢ increased protein synthesis [143] counteracts sarcopenia state [6, 144] â€šÃ„Â¢ hydroxyl radical scavenger [145] â€šÃ„Â¢ reduction in lps-induced inflammation [146] improves the capacity of neuronal networks during aging [147] attenuates fructose-induced non-alcoholic fatty liver disease [148]  whereas some studies indicate gastrointestinal side effects from oral l-arginine supplementation, including nausea, abdominal cramping, and diarrhea [149] , no side effects were seen when oral citrulline was administered [22, 116]  ..   9 g/m 2 /dose), oral citrulline or placebo found that either children with naturally elevated citrulline or citrulline due to supplementation did not develop postoperative pulmonary hypertension [162]  .",1,Positive
a prolonged course of pharmacotherapy with albendazole can cure hydatid disease without resorting to surgery always .,1,Positive
canagliflozin and dapagliflozin are recommended for the prevention of hospitalizations for heart failure in t2d patients with severe chronic kidney disease .,1,Positive
canagliflozin and dapagliflozin are recommended for the prevention of hospitalizations for heart failure in t2d patients with severe chronic kidney disease ..    the increased risk associated with peripheral arterial disease (pad) when using canagliflozin can inform physicians to minimise the risk of amputation in this group of patients (29)  .,1,Positive
"recent studies showed that raman spectroscopy could be used to quantify biomarkers of kidney disease such as urea and creatinine in serum, [18] to quantify glucose and lipid components of serum, [19] and to quantify prostate-specific antigen values in serum of prostate cancer patients [20] aiming diagnosis ..    the lpv/r and interferon alfa-2b safety profile was assessed by evaluating the occurrence of nausea, diarrhea, rash, serial white blood cell count, neutrophil count, hemoglobin, platelet count, aminotransferase, bilirubin, and creatinine kinase according to the national cancer institute common terminology criteria for adverse events, version 5 .",1,Positive
"there are studies with iron nanoparticles against the influenza virus (h1 n1), [48] rotavirus, [49] and even against the dengue virus ..    for example, rotavirus vaccines and live attenuated influenza vaccines in infant populations in low-income and middle-income countries (lmics), 12, 13 hepatitis b vaccines in patients with chronic kidney disease or coeliac disease, 14, 15 and influenza vaccines in older people, 16, 17 all represent instances where lower efficacy has been reported and where iron deficiency is common .",1,Positive
" human tongue cancer and human fibrosarcoma h 2 -dissolved water, in combination with platinum nano-colloid, showed enhanced suppression of ros production and cell proliferation .",1,Positive
" human tongue cancer and human fibrosarcoma h 2 -dissolved water, in combination with platinum nano-colloid, showed enhanced suppression of ros production and cell proliferation .",1,Positive
 human esophageal cancer the combination of electrolytic h 2 water and pvp-pt colloid demonstrated enhanced inhibition of cell proliferation .,1,Positive
developed a dna vaccine nanocarrier made of mannosylated phenylalanine grafted chitosan (man-cs-phe) as a possible immunotherapeutic route for chronic hepatitis b .,1,Positive
 human endometrial cancer h 2 -rich water showed antitumor effects by activating the ros/nlrp3/caspase-1/gsdmd-mediated pyrotrophic pathway .,1,Positive
"puerarin il-1Å’â‰¤, il-17a, and tnf-Å’Â± neovascular glaucoma in c57bl/6 mice puerarin reduces high levels of il-1Å’â‰¤, il-17a, and tnf-Å’Â± in animal models of glaucoma .",1,Positive
representative nlr agonists like mifamurtide have been approved for clinical trials of nonmetastatic sarcoma .,1,Positive
found that phages were even more effective than clindamycin to treat hematogenous multidrug resistant pneumonia in mice .,1,Positive
psoriatic arthritis was managed with adalimumab .  the patient remained on adalimumab but psoriatic arthritis flared and glucocorticoid requirement for gca remained high .,1,Positive
"asthma edaravone decrease in ros levels, and restore antioxidants .",1,Positive
showed that daidzein induces mcf-7 breast cancer cell apoptosis via the mitochondrial pathway due to the ros generation .,1,Positive
reported a peroxygen based disinfectant in a 10% propylene glycol solution cloud inactivate epidemic diarrhea virus on aluminum surfaces at âˆšâ€ 10 c .,1,Positive
"124 certain authors suggest vitamin d deficiency is associated with increased intolerance to statins as a result of myopathy .  127 it is suggested that a reversible relationship between deficiency of vitamin d and patients taking statins who experience skeletal muscle myopathy exists, which may be resolved as a result of correcting any underlying deficiency .",1,Positive
13 conventional immunosuppressive drugs methotrexate: methotrexate is one of the conventional immunosuppressive drugs and is mostly used in children with chronic anterior and intermediate uveitis .,1,Positive
170 hyaluronic acid (ha) is also used to target go into cancer cells .,1,Positive
"18 in impassion130, the leading cause for atezolizumab discontinuation was peripheral neuropathy .",1,Positive
"18, 19 another study evaluating 230 patients diagnosed with inflammatory bowel disease showed that azathioprine did not increase the risk of upper respiratory tract infection .",1,Positive
" 193 icariin also enhanced the effects of antineoplastic drugs and radiation therapy; in one study, the combination of icariin and gemcitabine resulted in an enhanced antitumor effect compared to either drug alone, 194 highlighting its therapeutic potential for cancer treatment ..    current evidence from the literature that icariin contains active ingredients that can have anti-oxidative and anti-inflammatory properties that can ameliorate several conditions, from depression to cancer (liu et al .",1,Positive
"196 as icariin was shown to repress pim1 expression and induce apoptosis in acute promyelocytic leukemia cell lines, 197 we speculate that it can inhibit gbm progression by promoting apoptosis .",1,Positive
2 the kidney disease improving global outcomes (kdigo) guidelines on ckd-mbd 10 suggest the combination of calcimimetics with calcitriol or vitamin d analogs in patients with ckd5d requiring pthlowering therapy ..    vitamin d has had an increasingly recognized roll in an expanding variety of diseases including mycobacterial disease and ad; calcitriol causes a dose-dependent inhibition of map (109)  .,1,Positive
" 20 although treating covid-19 with oral lopinavir and ritonavir improves diarrhea, there is no literature to support their use for the treatment of diarrhea alone .",1,Positive
"investigated the levels of contaminations of influenza a virus after 1, 6, and 24 h exposure time on both copper and stainless steel surfaces ..    against titers of influenza glycoproteins, neuraminidase and especially hemagglutinin, solid-state cuprous oxide (cu 2 o) was able to significantly degrade the proteins within 30 minutes based on red blood cell and chemiluminescence as- (c) level of fluroescence, corresponding to total thiol (r-sh) from trypsin inhibitor protein, after incubation with diâ€šÃœÂµerent copper and silver compounds .",1,Positive
"diarrhea appears to be ameliorated with antiviral therapy (oral lopinavir and ritonavir), supporting the connection between symptoms and sars-cov-2 infection of the gi tract  .",1,Positive
"one of the patients in this series had a remote history of breast cancer and was also 2 concomitantly prescribed raloxifene for osteoporosis ..    in the star trial, almost 20,000 postmenopausal women at increased risk of invasive breast cancer were treated with either oral tamoxifen or raloxifene over 5 years, showing lower thromboembolic events in the raloxifene group (rr: 0 .",1,Positive
"mast cell activation syndrome with histamine release has also been suggested to play a role in pasc related-fatigue ..    it must be emphasized that famotidine and other antihistamines are drugs of choice for prevention and treatment of kounis syndrome [104] , as well as for prevention of myocardial ischemia/reperfusion injury induced by histamine h2 receptor activation [105] and further for peripheral vessel leakage prevention that is incriminated for the shock in anaphylaxis .",1,Positive
the active trial demonstrated the early onset of action (at week 2) of efficacy of apremilast in biologic-naâˆšÃ˜ve patients with psoriatic arthritis . 63 manfreda et al reported significant improvements in pasi and disease activity in psoriatic arthritis (dapsa) scores in a patient with both hiv and hbv after 24 weeks of apremilast use .,1,Positive
"25, 26 in blauvelt et al, 26 dupilumab did not affect response to the tetanus and meningococcal vaccines .",1,Positive
"29 adults with rheumatoid arthritis, 14 rheumatoid arthritis adults treated with rituximab in the previous 18 months, and 21 healthy adults ..    the patients, who had chronic autoimmune anaemia (n=1), bronchiectasis (n=1), polymyalgia rheumatica (n=1), granulomatosis with polyangiitis (n=1), pseudotumour cerebri (n=1), rheumatoid arthritis (n=2), asthma exacerbation and myotonic dystrophy (n=1), psoriatic arthritis (n=1), rheumatoid arthritis and systemic lupus erythematosus (sle; n=1), renal transplant (n=2), lung transplant (n=1), urticarial vasculitis (n=1) and anti-phospholipid antibody syndrome (aplas; n=1), had been receiving immunosuppression therapy with iv rituximab 1000â€šÃ Ã­2000mg every 4 or 6 months, sc omalizumab 300mg monthly injection, mycophenolate-mofetil 360â€šÃ Ã­2000 mg daily, hydroxychloroquine 400mg daily, iv eculizumab 1200mg every 2 weeks, cyclophosphamide 250mg daily, prednisone 1â€šÃ Ã­40mg daily, oral mycophenolate-sodium 720mg daily, tacrolimus 1 .",1,Positive
" it is theorized that calcium dysregulation results in triggered activity giving rise to the atrial tachycardia, as well as contributing to the cardiomyopathy phenotype ..    in recent work focusing on the effects of radiation, the objective was to elucidate the underlying molecular mechanisms and to identify genes implicated in cardiac calcium homeostasis (pde3b), oxidative stress response (fdxr and spata18), and the etiology of cardiomyopathy (sgcd, bbc3, and gdf15) .",1,Positive
"rituximab is a component of standard of care for hematologic b-cell malignancies, including chronic lymphocytic leukemia, diffuse large b-cell lymphoma, and lymphoplasmacytic lymphoma .",1,Positive
3 the trends of salmonellosis and best-suited search terms people should make ice cream with pasteurized egg products or pasteurized shell eggs .,1,Positive
